SID,NAME,ISO_TIME,LAT,LON,USA_WIND,USA_PRES
2021322N11082,UNNAMED,2021-11-18 18:00:00,12.2,80.5, , 
2021322N11082,UNNAMED,2021-11-18 21:00:00,12.3,80.3, , 
2021322N11082,UNNAMED,2021-11-19 00:00:00,12.5,80.0, , 
2021322N11082,UNNAMED,2021-11-19 03:00:00,12.7,79.7, , 
2021335N08096,JAWAD,2021-11-30 18:00:00,8.4,96.3,20,1006
2021335N08096,JAWAD,2021-11-30 21:00:00,8.0,96.1,20,1007
2021335N08096,JAWAD,2021-12-01 00:00:00,7.8,95.7,20,1008
2021335N08096,JAWAD,2021-12-01 03:00:00,7.8,94.9,20,1007
2021335N08096,JAWAD,2021-12-01 06:00:00,8.0,94.0,20,1006
2021335N08096,JAWAD,2021-12-01 09:00:00,8.1,93.4,20,1007
2021335N08096,JAWAD,2021-12-01 12:00:00,8.2,92.9,20,1008
2021335N08096,JAWAD,2021-12-01 15:00:00,8.5,92.3,23,1008
2021335N08096,JAWAD,2021-12-01 18:00:00,8.9,91.8,25,1007
2021335N08096,JAWAD,2021-12-01 21:00:00,9.2,91.3,25,1006
2021335N08096,JAWAD,2021-12-02 00:00:00,9.6,90.8,25,1005
2021335N08096,JAWAD,2021-12-02 03:00:00,10.0,90.1,25,1005
2021335N08096,JAWAD,2021-12-02 06:00:00,10.5,89.3,25,1005
2021335N08096,JAWAD,2021-12-02 09:00:00,11.0,88.7,25,1007
2021335N08096,JAWAD,2021-12-02 12:00:00,11.4,88.4,25,1009
2021335N08096,JAWAD,2021-12-02 15:00:00,11.8,87.9,28,1008
2021335N08096,JAWAD,2021-12-02 18:00:00,12.2,87.3,30,1007
2021335N08096,JAWAD,2021-12-02 21:00:00,12.9,86.7,33,1005
2021335N08096,JAWAD,2021-12-03 00:00:00,13.6,86.2,35,1003
2021335N08096,JAWAD,2021-12-03 03:00:00,14.0,85.9,35,1004
2021335N08096,JAWAD,2021-12-03 06:00:00,14.4,85.6,35,1005
2021335N08096,JAWAD,2021-12-03 09:00:00,14.7,85.3,35,1004
2021335N08096,JAWAD,2021-12-03 12:00:00,15.0,85.1,35,1003
2021335N08096,JAWAD,2021-12-03 15:00:00,15.2,85.0,35,1003
2021335N08096,JAWAD,2021-12-03 18:00:00,15.5,84.9,35,1003
2021335N08096,JAWAD,2021-12-03 21:00:00,15.7,84.9,35,1003
2021335N08096,JAWAD,2021-12-04 00:00:00,16.0,84.8,35,1003
2021335N08096,JAWAD,2021-12-04 03:00:00,16.2,84.8,35,1003
2021335N08096,JAWAD,2021-12-04 06:00:00,16.3,84.9,35,1003
2021335N08096,JAWAD,2021-12-04 09:00:00,16.5,84.9,35,1003
2021335N08096,JAWAD,2021-12-04 12:00:00,16.8,85.1,35,1002
2021335N08096,JAWAD,2021-12-04 15:00:00,17.1,85.1,33,1001
2021335N08096,JAWAD,2021-12-04 18:00:00,17.3,85.3,30,1000
2021335N08096,JAWAD,2021-12-04 21:00:00,17.4,85.4,30,1002
2021335N08096,JAWAD,2021-12-05 00:00:00,17.7,85.7,30,1004
2021335N08096,JAWAD,2021-12-05 03:00:00,18.3,85.8,28,1006
2021335N08096,JAWAD,2021-12-05 06:00:00,18.7,86.1,25,1007
2021335N08096,JAWAD,2021-12-05 09:00:00,19.0,86.3,23,1008
2021335N08096,JAWAD,2021-12-05 12:00:00,19.5,86.7,20,1009
2021335N08096,JAWAD,2021-12-05 15:00:00,20.0,87.0,20,1009
2021335N08096,JAWAD,2021-12-05 18:00:00,20.7,87.2,20,1009
2021335N08096,JAWAD,2021-12-05 21:00:00,21.2,87.4,18,1010
2021335N08096,JAWAD,2021-12-06 00:00:00,21.5,87.7,15,1010
2021335N08096,JAWAD,2021-12-06 03:00:00,21.9,88.1,13,1010
2021335N08096,JAWAD,2021-12-06 06:00:00,22.3,88.5,10,1009
2022062N06085,UNNAMED,2022-03-03 00:00:00,6.5,84.9,25,1004
2022062N06085,UNNAMED,2022-03-03 03:00:00,6.5,84.4,25,1004
2022062N06085,UNNAMED,2022-03-03 06:00:00,6.8,84.0,25,1004
2022062N06085,UNNAMED,2022-03-03 09:00:00,7.2,83.8,25,1004
2022062N06085,UNNAMED,2022-03-03 12:00:00,7.7,83.7,25,1004
2022062N06085,UNNAMED,2022-03-03 15:00:00,8.0,83.5,25,1004
2022062N06085,UNNAMED,2022-03-03 18:00:00,8.2,83.4,25,1004
2022062N06085,UNNAMED,2022-03-03 21:00:00,8.4,83.2,25,1004
2022062N06085,UNNAMED,2022-03-04 00:00:00,8.7,83.2,25,1004
2022062N06085,UNNAMED,2022-03-04 03:00:00,9.1,83.1,25,1006
2022062N06085,UNNAMED,2022-03-04 06:00:00,9.5,83.1,25,1007
2022062N06085,UNNAMED,2022-03-04 09:00:00,9.9,83.1,28,1006
2022062N06085,UNNAMED,2022-03-04 12:00:00,10.3,83.2,30,1004
2022062N06085,UNNAMED,2022-03-04 15:00:00,10.6,83.3,33,1005
2022062N06085,UNNAMED,2022-03-04 18:00:00,10.9,83.4,35,1006
2022062N06085,UNNAMED,2022-03-04 21:00:00,11.1,83.3,35,1005
2022062N06085,UNNAMED,2022-03-05 00:00:00,11.3,83.3,35,1004
2022062N06085,UNNAMED,2022-03-05 03:00:00,11.5,83.2,35,1004
2022062N06085,UNNAMED,2022-03-05 06:00:00,11.6,83.1,35,1003
2022062N06085,UNNAMED,2022-03-05 09:00:00,11.6,83.1,38,1001
2022062N06085,UNNAMED,2022-03-05 12:00:00,11.5,83.0,40,998
2022062N06085,UNNAMED,2022-03-05 15:00:00,11.4,82.8,35,1000
2022062N06085,UNNAMED,2022-03-05 18:00:00,11.3,82.7,30,1002
2022062N06085,UNNAMED,2022-03-05 21:00:00,11.1,82.6,28,1003
2022062N06085,UNNAMED,2022-03-06 00:00:00,11.0,82.4,25,1004
2022062N06085,UNNAMED,2022-03-06 03:00:00,10.9,82.1,25,1004
2022062N06085,UNNAMED,2022-03-06 06:00:00,10.9,81.8,25,1004
2022062N06085,UNNAMED,2022-03-06 09:00:00,10.9,81.4,23,1006
2022062N06085,UNNAMED,2022-03-06 12:00:00,10.8,81.0,20,1008
2022062N06085,UNNAMED,2022-03-06 15:00:00,10.8,80.6,20,1009
2022062N06085,UNNAMED,2022-03-06 18:00:00,10.7,80.3,20,1009
2022079N10093,UNNAMED,2022-03-20 00:00:00,9.8,92.5, , 
2022079N10093,UNNAMED,2022-03-20 03:00:00,10.1,92.6, , 
2022079N10093,UNNAMED,2022-03-20 06:00:00,10.4,92.9, , 
2022079N10093,UNNAMED,2022-03-20 09:00:00,10.7,93.1, , 
2022079N10093,UNNAMED,2022-03-20 12:00:00,10.9,93.2, , 
2022079N10093,UNNAMED,2022-03-20 15:00:00,11.1,93.3, , 
2022079N10093,UNNAMED,2022-03-20 18:00:00,11.3,93.4, , 
2022079N10093,UNNAMED,2022-03-20 21:00:00,11.6,93.6, , 
2022079N10093,UNNAMED,2022-03-21 00:00:00,11.9,93.7, , 
2022079N10093,UNNAMED,2022-03-21 03:00:00,12.3,93.8, , 
2022079N10093,UNNAMED,2022-03-21 06:00:00,12.6,93.9, , 
2022079N10093,UNNAMED,2022-03-21 09:00:00,12.9,94.0, , 
2022079N10093,UNNAMED,2022-03-21 12:00:00,13.3,94.0, , 
2022079N10093,UNNAMED,2022-03-21 15:00:00,13.6,94.0, , 
2022079N10093,UNNAMED,2022-03-21 18:00:00,14.0,94.0, , 
2022079N10093,UNNAMED,2022-03-21 21:00:00,14.5,94.1, , 
2022079N10093,UNNAMED,2022-03-22 00:00:00,14.9,94.2, , 
2022079N10093,UNNAMED,2022-03-22 03:00:00,15.2,94.2, , 
2022079N10093,UNNAMED,2022-03-22 06:00:00,15.8,94.2, , 
2022079N10093,UNNAMED,2022-03-22 09:00:00,16.3,94.3, , 
2022079N10093,UNNAMED,2022-03-22 12:00:00,16.6,94.4, , 
2022079N10093,UNNAMED,2022-03-22 15:00:00,17.0,94.5, , 
2022079N10093,UNNAMED,2022-03-22 18:00:00,17.6,94.5, , 
2022079N10093,UNNAMED,2022-03-22 21:00:00,18.3,94.5, , 
2022079N10093,UNNAMED,2022-03-23 00:00:00,19.0,94.6, , 
2022126N07095,ASANI,2022-05-05 12:00:00,7.1,94.5,15,1010
2022126N07095,ASANI,2022-05-05 15:00:00,7.2,94.2,15,1010
2022126N07095,ASANI,2022-05-05 18:00:00,7.4,94.0,15,1010
2022126N07095,ASANI,2022-05-05 21:00:00,7.6,93.8,18,1008
2022126N07095,ASANI,2022-05-06 00:00:00,7.7,93.6,20,1005
2022126N07095,ASANI,2022-05-06 03:00:00,7.8,93.4,20,1005
2022126N07095,ASANI,2022-05-06 06:00:00,7.9,93.3,20,1004
2022126N07095,ASANI,2022-05-06 09:00:00,8.0,93.1,23,1004
2022126N07095,ASANI,2022-05-06 12:00:00,8.2,92.9,25,1003
2022126N07095,ASANI,2022-05-06 15:00:00,8.3,92.7,28,1002
2022126N07095,ASANI,2022-05-06 18:00:00,8.5,92.4,30,1001
2022126N07095,ASANI,2022-05-06 21:00:00,8.9,91.9,33,1000
2022126N07095,ASANI,2022-05-07 00:00:00,9.2,91.5,35,999
2022126N07095,ASANI,2022-05-07 03:00:00,9.3,91.3,38,997
2022126N07095,ASANI,2022-05-07 06:00:00,9.4,91.2,40,995
2022126N07095,ASANI,2022-05-07 09:00:00,9.7,90.8,45,993
2022126N07095,ASANI,2022-05-07 12:00:00,10.1,90.5,50,991
2022126N07095,ASANI,2022-05-07 15:00:00,10.4,90.2,50,991
2022126N07095,ASANI,2022-05-07 18:00:00,10.7,90.0,50,991
2022126N07095,ASANI,2022-05-07 21:00:00,10.9,89.6,55,989
2022126N07095,ASANI,2022-05-08 00:00:00,11.2,89.3,60,986
2022126N07095,ASANI,2022-05-08 03:00:00,11.5,88.9,63,984
2022126N07095,ASANI,2022-05-08 06:00:00,11.9,88.6,65,981
2022126N07095,ASANI,2022-05-08 09:00:00,12.1,88.2,63,983
2022126N07095,ASANI,2022-05-08 12:00:00,12.5,88.0,60,985
2022126N07095,ASANI,2022-05-08 15:00:00,12.8,87.6,60,985
2022126N07095,ASANI,2022-05-08 18:00:00,13.1,87.4,60,985
2022126N07095,ASANI,2022-05-08 21:00:00,13.5,86.9,60,986
2022126N07095,ASANI,2022-05-09 00:00:00,13.8,86.5,60,986
2022126N07095,ASANI,2022-05-09 03:00:00,14.0,86.2,58,987
2022126N07095,ASANI,2022-05-09 06:00:00,14.3,85.9,55,987
2022126N07095,ASANI,2022-05-09 09:00:00,14.4,85.6,55,987
2022126N07095,ASANI,2022-05-09 12:00:00,14.6,85.3,55,986
2022126N07095,ASANI,2022-05-09 15:00:00,14.7,85.0,58,985
2022126N07095,ASANI,2022-05-09 18:00:00,14.8,84.7,60,983
2022126N07095,ASANI,2022-05-09 21:00:00,14.9,84.4,63,980
2022126N07095,ASANI,2022-05-10 00:00:00,15.0,84.1,65,976
2022126N07095,ASANI,2022-05-10 03:00:00,15.1,83.6,65,977
2022126N07095,ASANI,2022-05-10 06:00:00,15.2,83.3,65,977
2022126N07095,ASANI,2022-05-10 09:00:00,15.2,82.9,60,979
2022126N07095,ASANI,2022-05-10 12:00:00,15.4,82.6,55,981
2022126N07095,ASANI,2022-05-10 15:00:00,15.4,82.2,50,984
2022126N07095,ASANI,2022-05-10 18:00:00,15.6,82.0,45,987
2022126N07095,ASANI,2022-05-10 21:00:00,15.7,81.8,43,989
2022126N07095,ASANI,2022-05-11 00:00:00,15.8,81.7,40,991
2022126N07095,ASANI,2022-05-11 03:00:00,15.9,81.6,40,992
2022126N07095,ASANI,2022-05-11 06:00:00,16.0,81.5,40,993
2022126N07095,ASANI,2022-05-11 09:00:00,16.0,81.4,38,994
2022126N07095,ASANI,2022-05-11 12:00:00,16.1,81.3,35,995
2022126N07095,ASANI,2022-05-11 15:00:00,16.0,81.1,30,996
2022126N07095,ASANI,2022-05-11 18:00:00,15.9,80.9,25,997
2022126N07095,ASANI,2022-05-11 21:00:00,15.8,80.6,25,999
2022126N07095,ASANI,2022-05-12 00:00:00,15.6,80.4,25,1000
2022126N07095,ASANI,2022-05-12 03:00:00,15.2,80.2,23,1001
2022126N07095,ASANI,2022-05-12 06:00:00,15.1,80.1,20,1002
2022126N07095,ASANI,2022-05-12 09:00:00,15.0,80.1,20,1002
2022126N07095,ASANI,2022-05-12 12:00:00,15.0,80.2,20,1001
2022126N07095,ASANI,2022-05-12 15:00:00,14.8,80.2,20,1004
2022126N07095,ASANI,2022-05-12 18:00:00,14.7,80.3,20,1007
2022126N07095,ASANI,2022-05-12 21:00:00,14.7,80.6,20,1007
2022126N07095,ASANI,2022-05-13 00:00:00,14.7,81.0,20,1007
2022126N07095,ASANI,2022-05-13 03:00:00,14.7,81.3,20,1007
2022126N07095,ASANI,2022-05-13 06:00:00,14.8,81.5,20,1007
2022197N22069,UNNAMED,2022-07-16 03:00:00,21.6,69.0, , 
2022197N22069,UNNAMED,2022-07-16 06:00:00,21.9,68.9, , 
2022197N22069,UNNAMED,2022-07-16 09:00:00,22.0,68.8, , 
2022197N22069,UNNAMED,2022-07-16 12:00:00,22.1,68.8, , 
2022197N22069,UNNAMED,2022-07-16 15:00:00,22.3,68.8, , 
2022197N22069,UNNAMED,2022-07-16 18:00:00,22.6,68.7, , 
2022197N22069,UNNAMED,2022-07-16 21:00:00,22.7,68.6, , 
2022197N22069,UNNAMED,2022-07-17 00:00:00,22.8,68.5, , 
2022197N22069,UNNAMED,2022-07-17 03:00:00,23.0,68.2, , 
2022221N21086,UNNAMED,2022-08-09 03:00:00,20.8,85.6, , 
2022221N21086,UNNAMED,2022-08-09 06:00:00,20.8,85.3, , 
2022221N21086,UNNAMED,2022-08-09 09:00:00,21.0,84.8, , 
2022221N21086,UNNAMED,2022-08-09 12:00:00,21.2,84.2, , 
2022221N21086,UNNAMED,2022-08-09 15:00:00,21.4,83.7, , 
2022221N21086,UNNAMED,2022-08-09 18:00:00,21.5,83.3, , 
2022226N22088,UNNAMED,2022-08-14 03:00:00,21.7,87.8, , 
2022226N22088,UNNAMED,2022-08-14 06:00:00,21.8,87.5, , 
2022226N22088,UNNAMED,2022-08-14 09:00:00,22.0,86.9, , 
2022226N22088,UNNAMED,2022-08-14 12:00:00,22.1,86.0, , 
2022226N22088,UNNAMED,2022-08-14 15:00:00,22.2,85.0, , 
2022226N22088,UNNAMED,2022-08-14 18:00:00,22.2,84.0, , 
2022226N22088,UNNAMED,2022-08-14 21:00:00,22.3,83.4, , 
2022226N22088,UNNAMED,2022-08-15 00:00:00,22.4,82.8, , 
2022226N22088,UNNAMED,2022-08-15 03:00:00,22.6,82.0, , 
2022226N22088,UNNAMED,2022-08-15 06:00:00,22.8,81.1, , 
2022226N22088,UNNAMED,2022-08-15 09:00:00,23.1,80.4, , 
2022226N22088,UNNAMED,2022-08-15 12:00:00,23.3,79.8, , 
2022226N22088,UNNAMED,2022-08-15 15:00:00,23.4,79.4, , 
2022226N22088,UNNAMED,2022-08-15 18:00:00,23.6,79.0, , 
2022226N22088,UNNAMED,2022-08-15 21:00:00,23.9,78.4, , 
2022226N22088,UNNAMED,2022-08-16 00:00:00,24.3,77.6, , 
2022226N22088,UNNAMED,2022-08-16 03:00:00,24.7,76.5, , 
2022226N22088,UNNAMED,2022-08-16 06:00:00,24.9,76.1, , 
2022230N18095,UNNAMED,2022-08-17 12:00:00,18.0,95.0,30,999
2022230N18095,UNNAMED,2022-08-17 15:00:00,18.3,94.5,30,998
2022230N18095,UNNAMED,2022-08-17 18:00:00,18.5,94.1,30,996
2022230N18095,UNNAMED,2022-08-17 21:00:00,18.7,93.7,30,995
2022230N18095,UNNAMED,2022-08-18 00:00:00,18.9,93.2,30,994
2022230N18095,UNNAMED,2022-08-18 03:00:00,19.2,92.7,33,994
2022230N18095,UNNAMED,2022-08-18 06:00:00,19.5,92.2,35,993
2022230N18095,UNNAMED,2022-08-18 09:00:00,19.9,91.4,35,993
2022230N18095,UNNAMED,2022-08-18 12:00:00,20.2,90.7,35,993
2022230N18095,UNNAMED,2022-08-18 15:00:00,20.3,90.5,35,995
2022230N18095,UNNAMED,2022-08-18 18:00:00,20.4,90.3,35,997
2022230N18095,UNNAMED,2022-08-18 21:00:00,20.7,89.8,38,996
2022230N18095,UNNAMED,2022-08-19 00:00:00,20.9,89.4,40,995
2022230N18095,UNNAMED,2022-08-19 03:00:00,21.0,89.2,43,993
2022230N18095,UNNAMED,2022-08-19 06:00:00,21.2,88.9,45,990
2022230N18095,UNNAMED,2022-08-19 09:00:00,21.4,88.6,43,991
2022230N18095,UNNAMED,2022-08-19 12:00:00,21.6,88.1,40,991
2022230N18095,UNNAMED,2022-08-19 15:00:00,21.9,87.6,38,994
2022230N18095,UNNAMED,2022-08-19 18:00:00,22.2,87.0,35,996
2022230N18095,UNNAMED,2022-08-19 21:00:00,22.4,86.4,33,997
2022230N18095,UNNAMED,2022-08-20 00:00:00,22.6,85.9,30,998
2022230N18095,UNNAMED,2022-08-20 03:00:00,22.7,85.4,28,999
2022230N18095,UNNAMED,2022-08-20 06:00:00,22.9,84.7,25,999
2022230N18095,UNNAMED,2022-08-20 09:00:00,23.1,84.1, , 
2022230N18095,UNNAMED,2022-08-20 12:00:00,23.3,83.6, , 
2022230N18095,UNNAMED,2022-08-20 15:00:00,23.4,83.2, , 
2022230N18095,UNNAMED,2022-08-20 18:00:00,23.5,82.9, , 
2022230N18095,UNNAMED,2022-08-20 21:00:00,23.6,82.6, , 
2022230N18095,UNNAMED,2022-08-21 00:00:00,23.7,82.2, , 
2022230N18095,UNNAMED,2022-08-21 03:00:00,23.8,81.7, , 
2022230N18095,UNNAMED,2022-08-21 06:00:00,24.0,81.2, , 
2022230N18095,UNNAMED,2022-08-21 09:00:00,24.1,80.8, , 
2022230N18095,UNNAMED,2022-08-21 12:00:00,24.2,80.5, , 
2022230N18095,UNNAMED,2022-08-21 15:00:00,24.3,80.1, , 
2022230N18095,UNNAMED,2022-08-21 18:00:00,24.3,79.8, , 
2022230N18095,UNNAMED,2022-08-21 21:00:00,24.3,79.5, , 
2022230N18095,UNNAMED,2022-08-22 00:00:00,24.3,79.1, , 
2022230N18095,UNNAMED,2022-08-22 03:00:00,24.3,78.4, , 
2022230N18095,UNNAMED,2022-08-22 06:00:00,24.4,77.8, , 
2022230N18095,UNNAMED,2022-08-22 09:00:00,24.4,77.5, , 
2022230N18095,UNNAMED,2022-08-22 12:00:00,24.4,77.4, , 
2022230N18095,UNNAMED,2022-08-22 15:00:00,24.5,77.0, , 
2022230N18095,UNNAMED,2022-08-22 18:00:00,24.6,76.6, , 
2022230N18095,UNNAMED,2022-08-22 21:00:00,24.7,76.3, , 
2022230N18095,UNNAMED,2022-08-23 00:00:00,24.8,76.2, , 
2022254N20085,UNNAMED,2022-09-11 00:00:00,19.5,84.7, , 
2022254N20085,UNNAMED,2022-09-11 03:00:00,19.7,84.0, , 
2022254N20085,UNNAMED,2022-09-11 06:00:00,19.8,83.3, , 
2022254N20085,UNNAMED,2022-09-11 09:00:00,19.9,82.4, , 
2022254N20085,UNNAMED,2022-09-11 12:00:00,19.9,81.7, , 
2022254N20085,UNNAMED,2022-09-11 15:00:00,20.0,81.4, , 
2022254N20085,UNNAMED,2022-09-11 18:00:00,20.1,81.2, , 
2022254N20085,UNNAMED,2022-09-11 21:00:00,20.4,81.0, , 
2022254N20085,UNNAMED,2022-09-12 00:00:00,20.8,80.8, , 
2022295N13093,SITRANG,2022-10-21 18:00:00,12.6,93.3,15,1010
2022295N13093,SITRANG,2022-10-21 21:00:00,12.9,92.9,20,1008
2022295N13093,SITRANG,2022-10-22 00:00:00,13.2,92.5,25,1006
2022295N13093,SITRANG,2022-10-22 03:00:00,13.4,92.1,25,1006
2022295N13093,SITRANG,2022-10-22 06:00:00,13.9,91.4,25,1006
2022295N13093,SITRANG,2022-10-22 09:00:00,14.2,90.9,28,1006
2022295N13093,SITRANG,2022-10-22 12:00:00,14.4,90.5,30,1005
2022295N13093,SITRANG,2022-10-22 15:00:00,14.7,90.0,30,1004
2022295N13093,SITRANG,2022-10-22 18:00:00,15.0,89.5,30,1002
2022295N13093,SITRANG,2022-10-22 21:00:00,15.2,89.1,30,1001
2022295N13093,SITRANG,2022-10-23 00:00:00,15.4,88.7,30,1000
2022295N13093,SITRANG,2022-10-23 03:00:00,15.5,88.3,30,1000
2022295N13093,SITRANG,2022-10-23 06:00:00,15.6,88.1,30,1000
2022295N13093,SITRANG,2022-10-23 09:00:00,15.8,88.1,33,1000
2022295N13093,SITRANG,2022-10-23 12:00:00,16.2,88.1,35,999
2022295N13093,SITRANG,2022-10-23 15:00:00,16.6,88.4,35,1001
2022295N13093,SITRANG,2022-10-23 18:00:00,17.1,88.6,35,1002
2022295N13093,SITRANG,2022-10-23 21:00:00,17.5,88.8,38,1003
2022295N13093,SITRANG,2022-10-24 00:00:00,18.0,89.0,40,1003
2022295N13093,SITRANG,2022-10-24 03:00:00,18.7,89.3,43,1000
2022295N13093,SITRANG,2022-10-24 06:00:00,19.4,89.6,45,997
2022295N13093,SITRANG,2022-10-24 09:00:00,20.0,89.9,45,998
2022295N13093,SITRANG,2022-10-24 12:00:00,20.8,90.1,45,999
2022295N13093,SITRANG,2022-10-24 15:00:00,21.8,90.4,40,997
2022295N13093,SITRANG,2022-10-24 18:00:00,23.8,90.9,35,994
2022295N13093,SITRANG,2022-10-24 21:00:00,24.3,91.0, , 
2022295N13093,SITRANG,2022-10-25 00:00:00,24.5,91.1, , 
2022324N10086,UNNAMED,2022-11-20 00:00:00,10.0,85.5, , 
2022324N10086,UNNAMED,2022-11-20 03:00:00,10.0,85.5, , 
2022324N10086,UNNAMED,2022-11-20 06:00:00,10.3,85.3, , 
2022324N10086,UNNAMED,2022-11-20 09:00:00,10.6,85.1, , 
2022324N10086,UNNAMED,2022-11-20 12:00:00,10.9,85.0, , 
2022324N10086,UNNAMED,2022-11-20 15:00:00,11.2,84.8, , 
2022324N10086,UNNAMED,2022-11-20 18:00:00,11.4,84.6, , 
2022324N10086,UNNAMED,2022-11-20 21:00:00,11.7,84.4, , 
2022324N10086,UNNAMED,2022-11-21 00:00:00,11.9,84.2, , 
2022324N10086,UNNAMED,2022-11-21 03:00:00,12.1,84.0, , 
2022324N10086,UNNAMED,2022-11-21 06:00:00,12.6,83.4, , 
2022324N10086,UNNAMED,2022-11-21 09:00:00,12.8,82.6, , 
2022324N10086,UNNAMED,2022-11-21 12:00:00,12.9,82.0, , 
2022324N10086,UNNAMED,2022-11-21 15:00:00,13.0,81.8, , 
2022324N10086,UNNAMED,2022-11-21 18:00:00,13.0,81.7, , 
2022324N10086,UNNAMED,2022-11-21 21:00:00,13.0,81.6, , 
2022324N10086,UNNAMED,2022-11-22 00:00:00,13.1,81.4, , 
2022338N05100,MANDOUS,2022-12-05 03:00:00,7.3,96.5,20,1006
2022338N05100,MANDOUS,2022-12-05 06:00:00,7.3,95.7,20,1005
2022338N05100,MANDOUS,2022-12-05 09:00:00,7.4,95.0,18,1008
2022338N05100,MANDOUS,2022-12-05 12:00:00,7.5,94.1,15,1010
2022338N05100,MANDOUS,2022-12-05 15:00:00,7.8,92.8,18,1009
2022338N05100,MANDOUS,2022-12-05 18:00:00,8.0,91.6,20,1007
2022338N05100,MANDOUS,2022-12-05 21:00:00,8.0,90.8,23,1005
2022338N05100,MANDOUS,2022-12-06 00:00:00,8.0,90.2,25,1003
2022338N05100,MANDOUS,2022-12-06 03:00:00,8.0,89.5,28,1004
2022338N05100,MANDOUS,2022-12-06 06:00:00,8.1,88.7,30,1004
2022338N05100,MANDOUS,2022-12-06 09:00:00,8.3,87.8,33,1003
2022338N05100,MANDOUS,2022-12-06 12:00:00,8.4,87.2,35,1002
2022338N05100,MANDOUS,2022-12-06 15:00:00,8.4,86.9,38,1000
2022338N05100,MANDOUS,2022-12-06 18:00:00,8.5,86.7,40,998
2022338N05100,MANDOUS,2022-12-06 21:00:00,8.5,86.5,43,997
2022338N05100,MANDOUS,2022-12-07 00:00:00,8.6,86.3,45,996
2022338N05100,MANDOUS,2022-12-07 03:00:00,8.7,85.9,45,996
2022338N05100,MANDOUS,2022-12-07 06:00:00,8.8,85.7,45,995
2022338N05100,MANDOUS,2022-12-07 09:00:00,8.8,85.4,45,995
2022338N05100,MANDOUS,2022-12-07 12:00:00,9.0,85.1,45,995
2022338N05100,MANDOUS,2022-12-07 15:00:00,9.1,84.9,45,993
2022338N05100,MANDOUS,2022-12-07 18:00:00,9.2,84.7,45,990
2022338N05100,MANDOUS,2022-12-07 21:00:00,9.3,84.5,50,990
2022338N05100,MANDOUS,2022-12-08 00:00:00,9.4,84.3,55,989
2022338N05100,MANDOUS,2022-12-08 03:00:00,9.5,84.0,55,989
2022338N05100,MANDOUS,2022-12-08 06:00:00,9.8,83.6,55,989
2022338N05100,MANDOUS,2022-12-08 09:00:00,9.9,83.2,55,989
2022338N05100,MANDOUS,2022-12-08 12:00:00,10.2,82.9,55,989
2022338N05100,MANDOUS,2022-12-08 15:00:00,10.4,82.5,55,990
2022338N05100,MANDOUS,2022-12-08 18:00:00,10.6,82.2,55,990
2022338N05100,MANDOUS,2022-12-08 21:00:00,10.7,82.0,55,991
2022338N05100,MANDOUS,2022-12-09 00:00:00,11.0,81.8,55,991
2022338N05100,MANDOUS,2022-12-09 03:00:00,11.1,81.6,53,992
2022338N05100,MANDOUS,2022-12-09 06:00:00,11.4,81.4,50,993
2022338N05100,MANDOUS,2022-12-09 09:00:00,11.7,81.2,48,994
2022338N05100,MANDOUS,2022-12-09 12:00:00,12.0,81.0,45,994
2022338N05100,MANDOUS,2022-12-09 15:00:00,12.3,80.7,40,998
2022338N05100,MANDOUS,2022-12-09 18:00:00,12.6,80.4,35,1002
2022338N05100,MANDOUS,2022-12-09 21:00:00,12.8,80.1,33,1002
2022338N05100,MANDOUS,2022-12-10 00:00:00,12.8,79.8,30,1002
2022338N05100,MANDOUS,2022-12-10 03:00:00,12.8,79.6,28,1003
2022338N05100,MANDOUS,2022-12-10 06:00:00,12.9,79.4,25,1004
2022338N05100,MANDOUS,2022-12-10 09:00:00,12.9,79.1,20,1006
2022338N05100,MANDOUS,2022-12-10 12:00:00,12.9,78.8,15,1007
2022347N12074,UNNAMED,2022-12-12 12:00:00,12.0,74.2,15,1010
2022347N12074,UNNAMED,2022-12-12 15:00:00,12.1,73.9,18,1009
2022347N12074,UNNAMED,2022-12-12 18:00:00,12.3,73.6,20,1007
2022347N12074,UNNAMED,2022-12-12 21:00:00,12.5,73.3,23,1008
2022347N12074,UNNAMED,2022-12-13 00:00:00,12.6,73.1,25,1008
2022347N12074,UNNAMED,2022-12-13 03:00:00,12.7,72.8,28,1004
2022347N12074,UNNAMED,2022-12-13 06:00:00,12.8,72.6,30,1000
2022347N12074,UNNAMED,2022-12-13 09:00:00,12.9,72.4,33,998
2022347N12074,UNNAMED,2022-12-13 12:00:00,13.0,72.1,35,996
2022347N12074,UNNAMED,2022-12-13 15:00:00,13.1,71.8,35,1000
2022347N12074,UNNAMED,2022-12-13 18:00:00,13.2,71.5,35,1003
2022347N12074,UNNAMED,2022-12-13 21:00:00,13.2,71.2,43,999
2022347N12074,UNNAMED,2022-12-14 00:00:00,13.3,70.8,50,994
2022347N12074,UNNAMED,2022-12-14 03:00:00,13.4,70.4,50,997
2022347N12074,UNNAMED,2022-12-14 06:00:00,13.5,70.0,50,999
2022347N12074,UNNAMED,2022-12-14 09:00:00,13.6,69.6,48,999
2022347N12074,UNNAMED,2022-12-14 12:00:00,13.7,69.3,45,999
2022347N12074,UNNAMED,2022-12-14 15:00:00,13.7,68.9,45,1000
2022347N12074,UNNAMED,2022-12-14 18:00:00,13.8,68.6,45,1001
